C_TERRITOIRE_ID;C_LBLTERRITOIRE;C_DEPARTEMENT_ID;C_LBLDEPARTEMENT;C_REGION_ID;C_LBLREGION;TX_ACCESM6;TX_PRESEMPM6;TX_ACCESM6_D;TX_PRESEMPM6_D;DELTA_TX_ACCESM6;DELTA_TX_PRESEMPM6;TERRITOIRE_PROCHE1;TERRITOIRE_PROCHE2;TERRITOIRE_PROCHE3;TERRITOIRE_PROCHE4;TERRITOIRE_PROCHE5;TERRITOIRE_PROCHE6;TERRITOIRE_PROCHE7;TERRITOIRE_PROCHE8;TERRITOIRE_PROCHE9;TERRITOIRE_PROCHE10
CLPE26001;DRÔME - ARDÈCHE CENTRE;26;DRÔME;84;AUVERGNE-RHÔNE-ALPES;0.3571014541;0.2397858633;0.3442214346;0.2290164339;0.0128800195;0.0107694294;CLPE71002;CLPE16001;CLPE26002;CLPE28002;CLPE42001;CLPE42003;CLPE82002;CLPE14002;CLPE25001;CLPE60003
CLPE26002;DRÔME - ARDÈCHE SUD;26;DRÔME;84;AUVERGNE-RHÔNE-ALPES;0.3750221349;0.2485927548;0.3553940225;0.2376968137;0.0196281124;0.010895941;CLPE84003;CLPE26001;CLPE30002;CLPE84004;CLPE42003;CLPE82002;CLPE24003;CLPE43002;CLPE24001;CLPE71002
CLPE26003;NORD ARDÈCHE - NORD DRÔME;26;DRÔME;84;AUVERGNE-RHÔNE-ALPES;0.4073970658;0.2719160471;0.3867115342;0.2570043759;0.0206855317;0.0149116712;CLPE37002;CLPE29004;CLPE37001;CLPE49003;CLPE16002;CLPE56002;CLPE41002;CLPE35001;CLPE22003;CLPE72003
CLPE26004;VALLÉE DE LA DRÔME;26;DRÔME;84;AUVERGNE-RHÔNE-ALPES;0.4084739312;0.2473959435;0.3685240733;0.2438236724;0.0399498579;0.0035722711;CLPE64001;CLPE33007;CLPE04001;CLPE26002;CLPE22003;CLPE43001;CLPE81002;CLPE63004;CLPE39001;CLPE46003
CLPE27001;BERNAY;27;EURE;24;CENTRE-VAL DE LOIRE;0.3559322034;0.1949152542;0.3537062398;0.2403116589;0.0022259635;-0.045396405;CLPE14004;CLPE76003;CLPE71004;CLPE33005;CLPE67003;CLPE41002;CLPE76001;CLPE72002;CLPE28001;CLPE27003
CLPE27001;BERNAY;27;EURE;28;NORMANDIE;0.3338369761;0.2268932191;0.3537062398;0.2403116589;-0.019869264;-0.01341844;CLPE14004;CLPE76003;CLPE71004;CLPE33005;CLPE67003;CLPE41002;CLPE76001;CLPE72002;CLPE28001;CLPE27003
CLPE27002;ÉVREUX;27;EURE;28;NORMANDIE;0.3103397147;0.2081452437;0.3161545375;0.2118284831;-0.005814823;-0.003683239;CLPE60001;CLPE76004;CLPE28002;CLPE76002;CLPE60003;CLPE13003;CLPE89003;CLPE42001;CLPE60004;CLPE16001
CLPE27003;LES ANDELYS;27;EURE;28;NORMANDIE;0.3315369065;0.2257975445;0.3416892226;0.2271282531;-0.010152316;-0.001330709;CLPE28002;CLPE60001;CLPE45001;CLPE38003;CLPE60003;CLPE89003;CLPE27001;CLPE27002;CLPE71002;CLPE67001
CLPE28001;BEAUCE DUNOISE;28;EURE-ET-LOIR;24;CENTRE-VAL DE LOIRE;0.3451217621;0.2272180859;0.3416497086;0.2234321997;0.0034720535;0.0037858862;CLPE61001;CLPE89001;CLPE41003;CLPE14004;CLPE27001;CLPE61002;CLPE02001;CLPE45001;CLPE89003;CLPE71002
CLPE28002;CHARTRAIN;28;EURE-ET-LOIR;24;CENTRE-VAL DE LOIRE;0.3482817258;0.2331079211;0.3284192801;0.2205252375;0.0198624457;0.0125826836;CLPE60003;CLPE27002;CLPE27003;CLPE60001;CLPE76004;CLPE71002;CLPE16001;CLPE26001;CLPE13003;CLPE72001
CLPE28003;DREUX ET DES PORTES EURÉLIENNES D'ÎLE-DE-FRANCE;28;EURE-ET-LOIR;24;CENTRE-VAL DE LOIRE;0.3122626132;0.2090822941;0.3131142893;0.2102108563;-0.000851676;-0.001128562;CLPE60001;CLPE45002;CLPE28002;CLPE27002;CLPE60004;CLPE89003;CLPE60003;CLPE90001;CLPE13003;CLPE76004
CLPE28003;DREUX ET DES PORTES EURÉLIENNES D'ÎLE-DE-FRANCE;28;EURE-ET-LOIR;28;NORMANDIE;0.3351377361;0.2316853122;0.3131142893;0.2102108563;0.0220234467;0.0214744559;CLPE60001;CLPE45002;CLPE28002;CLPE27002;CLPE60004;CLPE89003;CLPE60003;CLPE90001;CLPE13003;CLPE76004
CLPE28004;PERCHE - NOGENT;28;EURE-ET-LOIR;24;CENTRE-VAL DE LOIRE;0.3153485149;0.2045733724;0.3261232593;0.2144135867;-0.010774744;-0.009840214;CLPE52001;CLPE36001;CLPE87004;CLPE09003;CLPE37003;CLPE65003;CLPE57003;CLPE46001;CLPE19003;CLPE07003
CLPE29001;BREST;29;FINISTÈRE;53;BRETAGNE;0.3821554309;0.2582618826;0.3726898428;0.2493913217;0.009465588;0.0088705608;CLPE56003;CLPE86003;CLPE79002;CLPE29003;CLPE49001;CLPE64002;CLPE22002;CLPE40001;CLPE73002;CLPE17002
CLPE29002;CENTRE-OUEST BRETAGNE;29;FINISTÈRE;53;BRETAGNE;0.3423978567;0.2211654387;0.3215799256;0.2100937304;0.020817931;0.0110717083;CLPE47003;CLPE36003;CLPE17005;CLPE61002;CLPE21004;CLPE63002;CLPE23001;CLPE03003;CLPE24002;CLPE89001
CLPE29003;CORNOUAILLE;29;FINISTÈRE;53;BRETAGNE;0.4122582603;0.2788309774;0.3846147046;0.2589756646;0.0276435557;0.0198553127;CLPE22003;CLPE40003;CLPE56003;CLPE56001;CLPE40001;CLPE19001;CLPE17006;CLPE29001;CLPE35003;CLPE64002
CLPE29004;MORLAIX;29;FINISTÈRE;53;BRETAGNE;0.4110517644;0.2790697674;0.3907596435;0.2603271908;0.0202921209;0.0187425766;CLPE22003;CLPE37002;CLPE26003;CLPE37001;CLPE29003;CLPE22001;CLPE49003;CLPE40001;CLPE21001;CLPE17006
CLPE2A001;AJACCIO;2A;CORSE-DU-SUD;94;CORSE;0.363459729;0.2619603339;0.3838671333;0.2689591596;-0.020407404;-0.006998826;CLPE2B001;CLPE83002;CLPE2B003;CLPE83003;CLPE06001;CLPE2B002;CLPE17002;CLPE33001;CLPE64003;CLPE83001
CLPE2A002;SARTÈNE - PORTO-VECCHIO;2A;CORSE-DU-SUD;94;CORSE;0.5122893088;0.3935250401;0.4364177571;0.3021905327;0.0758715517;0.0913345074;CLPE2B002;CLPE2A001;CLPE65001;CLPE2B001;CLPE73001;CLPE2B003;CLPE83002;CLPE73003;CLPE64003;CLPE24004
CLPE2B001;BASTIA;2B;HAUTE-CORSE;94;CORSE;0.3702195703;0.2642246931;0.3664956762;0.2537088012;0.0037238941;0.0105158919;CLPE2A001;CLPE2B003;CLPE83002;CLPE83003;CLPE83001;CLPE17002;CLPE06001;CLPE48001;CLPE64003;CLPE81001
CLPE2B002;CENTRE CORSE - BALAGNE;2B;HAUTE-CORSE;94;CORSE;0.4830227939;0.3686749267;0.3999911998;0.2839724258;0.0830315941;0.0847025009;CLPE2A001;CLPE2B001;CLPE83002;CLPE2B003;CLPE2A002;CLPE65001;CLPE24004;CLPE64003;CLPE06001;CLPE17004
CLPE2B003;PLAINE ORIENTALE;2B;HAUTE-CORSE;94;CORSE;0.3604758542;0.2562876854;0.3624235812;0.2490524371;-0.001947727;0.0072352482;CLPE2B001;CLPE83002;CLPE2A001;CLPE83001;CLPE24004;CLPE66001;CLPE30002;CLPE84001;CLPE83003;CLPE84003
CLPE30001;GARD CENTRE-SUD;30;GARD;76;OCCITANIE;0.320959969;0.214414801;0.3218864071;0.2132354037;-0.000926438;0.0011793973;CLPE11003;CLPE30002;CLPE84004;CLPE66002;CLPE82002;CLPE13003;CLPE26001;CLPE24003;CLPE42001;CLPE18001
CLPE30002;GARD NORD-EST;30;GARD;76;OCCITANIE;0.3196316123;0.2137294598;0.3564653374;0.2368728058;-0.036833725;-0.023143346;CLPE26002;CLPE84004;CLPE30001;CLPE24003;CLPE84003;CLPE34002;CLPE83001;CLPE84001;CLPE82002;CLPE26001
CLPE30003;GARD NORD-OUEST;30;GARD;76;OCCITANIE;0.2550879709;0.1640127012;0.2745198766;0.1805471364;-0.019431906;-0.016534435;CLPE08001;CLPE54002;CLPE03001;CLPE02002;CLPE18003;CLPE59001;CLPE66002;CLPE11002;CLPE57001;CLPE34001
CLPE31001;MURET;31;HAUTE-GARONNE;76;OCCITANIE;0.3185768699;0.2152117373;0.3663794971;0.2484450692;-0.047802627;-0.033233332;CLPE38003;CLPE31002;CLPE83001;CLPE33005;CLPE38004;CLPE64002;CLPE01002;CLPE22002;CLPE67003;CLPE73002
CLPE31002;NORD HAUTE-GARONNE;31;HAUTE-GARONNE;76;OCCITANIE;0.3530615034;0.2405649203;0.3798983803;0.2594093253;-0.026836877;-0.018844405;CLPE31001;CLPE69D04;CLPE33002;CLPE73002;CLPE69D02;CLPE69D03;CLPE38003;CLPE01002;CLPE67004;CLPE01001
CLPE31003;SAINT-GAUDENS;31;HAUTE-GARONNE;76;OCCITANIE;0.290529695;0.1872613051;0.3115249872;0.2044788632;-0.020995292;-0.017217558;CLPE23001;CLPE81003;CLPE11003;CLPE11001;CLPE07003;CLPE81001;CLPE24003;CLPE03003;CLPE63002;CLPE46001
CLPE31004;TOULOUSE MÉTROPOLE;31;HAUTE-GARONNE;76;OCCITANIE;0.3298418826;0.218952487;0.348279812;0.2310210813;-0.018437929;-0.012068594;CLPE33003;CLPE63001;CLPE21003;CLPE44001;CLPE34003;CLPE38002;CLPE13001;CLPE14002;CLPE37004;CLPE35002
CLPE32001;CONDOM;32;GERS;76;OCCITANIE;0.3530970366;0.2325624637;0.3494814661;0.2289966994;0.0036155705;0.0035657643;CLPE24001;CLPE24002;CLPE32002;CLPE16004;CLPE86002;CLPE64001;CLPE22003;CLPE19002;CLPE43001;CLPE17001
CLPE32002;L'ISLE JOURDAIN - AUCH;32;GERS;76;OCCITANIE;0.3358088037;0.2187608503;0.3568508371;0.2354726321;-0.021042033;-0.016711782;CLPE19002;CLPE86002;CLPE12003;CLPE40001;CLPE19001;CLPE64001;CLPE87003;CLPE15001;CLPE24001;CLPE46002
CLPE33001;BASSIN D'ARCACHON ET DU VAL DE L'EYRE;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.3986155253;0.2716792198;0.4074480972;0.2789187183;-0.008832572;-0.007239498;CLPE17002;CLPE64003;CLPE56001;CLPE85003;CLPE40003;CLPE35003;CLPE17003;CLPE29003;CLPE40002;CLPE24004
CLPE33002;BORDEAUX HORS MÉTROPOLE;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.3756679578;0.255459112;0.3918854545;0.268504934;-0.016217497;-0.013045822;CLPE69D04;CLPE69D03;CLPE01001;CLPE69D02;CLPE31002;CLPE69D01;CLPE74001;CLPE73002;CLPE67002;CLPE22001
CLPE33003;BORDEAUX MÉTROPOLE;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.3546727317;0.232562504;0.3453874409;0.2296450733;0.0092852908;0.0029174307;CLPE31004;CLPE44001;CLPE63001;CLPE21003;CLPE13001;CLPE14002;CLPE37004;CLPE34003;CLPE35002;CLPE38002
CLPE33004;GRAND LIBOURNAIS;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.3472705584;0.2170825289;0.3615330746;0.2385481294;-0.014262516;-0.021465601;CLPE33007;CLPE84003;CLPE82002;CLPE24001;CLPE84004;CLPE47001;CLPE26002;CLPE17006;CLPE24003;CLPE40001
CLPE33005;HAUTE GIRONDE;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.3532806634;0.2358715751;0.3571734085;0.234518788;-0.003892745;0.001352787;CLPE27001;CLPE31001;CLPE63003;CLPE17006;CLPE33007;CLPE76003;CLPE84003;CLPE40001;CLPE83001;CLPE63004
CLPE33006;MÉDOC;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.404349206;0.2681907999;0.4007138502;0.2723606321;0.0036353559;-0.004169832;CLPE29004;CLPE22001;CLPE22003;CLPE14001;CLPE56001;CLPE40002;CLPE40003;CLPE26003;CLPE63004;CLPE29003
CLPE33007;SUD GIRONDE;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.3703595146;0.2335965698;0.3694103777;0.2422434129;0.0009491369;-0.008646843;CLPE47002;CLPE17001;CLPE33004;CLPE22003;CLPE33005;CLPE40001;CLPE47001;CLPE37002;CLPE49003;CLPE84003
CLPE34001;BÉZIERS;34;HÉRAULT;76;OCCITANIE;0.3124416748;0.206359491;0.3116147585;0.2044132869;0.0008269163;0.0019462041;CLPE11003;CLPE11001;CLPE66002;CLPE66001;CLPE30001;CLPE31003;CLPE09003;CLPE84004;CLPE81003;CLPE81001
CLPE34002;LODÈVE;34;HÉRAULT;76;OCCITANIE;0.335014769;0.2150501577;0.3383476279;0.2246981384;-0.003332859;-0.009647981;CLPE30002;CLPE84004;CLPE30001;CLPE82002;CLPE24003;CLPE26002;CLPE11003;CLPE81002;CLPE03003;CLPE26001
CLPE34003;MONTPELLIER;34;HÉRAULT;76;OCCITANIE;0.3314624578;0.2182172245;0.3392186597;0.2240066389;-0.007756202;-0.005789414;CLPE38002;CLPE13001;CLPE51003;CLPE63001;CLPE21003;CLPE06002;CLPE14002;CLPE37004;CLPE67005;CLPE31004
CLPE35001;REDON;35;ILLE-ET-VILAINE;52;PAYS DE LA LOIRE;0.3741566363;0.2502833702;0.4021447143;0.2724811615;-0.027988078;-0.022197791;CLPE01004;CLPE22001;CLPE35004;CLPE56002;CLPE42002;CLPE01002;CLPE37002;CLPE44003;CLPE37001;CLPE26003
CLPE35001;REDON;35;ILLE-ET-VILAINE;53;BRETAGNE;0.410876967;0.2757430754;0.4021447143;0.2724811615;0.0087322527;0.0032619139;CLPE01004;CLPE22001;CLPE35004;CLPE56002;CLPE42002;CLPE01002;CLPE37002;CLPE44003;CLPE37001;CLPE26003
CLPE35002;RENNES;35;ILLE-ET-VILAINE;53;BRETAGNE;0.3790905819;0.2539393468;0.3724745973;0.2481198978;0.0066159846;0.005819449;CLPE44001;CLPE45003;CLPE33003;CLPE37004;CLPE73002;CLPE74001;CLPE49001;CLPE31004;CLPE31002;CLPE01002
CLPE35003;SAINT-MALO;35;ILLE-ET-VILAINE;53;BRETAGNE;0.4208879656;0.2866670592;0.4072806447;0.2761250003;0.013607321;0.0105420588;CLPE56001;CLPE22001;CLPE44003;CLPE29003;CLPE17002;CLPE40003;CLPE39002;CLPE21001;CLPE22003;CLPE29004
CLPE35004;VITRÉ - FOUGÈRES;35;ILLE-ET-VILAINE;53;BRETAGNE;0.418310343;0.28963354;0.4083389066;0.2781679426;0.0099714363;0.0114655974;CLPE49002;CLPE35001;CLPE42002;CLPE67002;CLPE53002;CLPE44003;CLPE53003;CLPE01004;CLPE22001;CLPE44002
CLPE36001;CHÂTEAUROUX;36;INDRE;24;CENTRE-VAL DE LOIRE;0.3250364724;0.2103889402;0.3070954053;0.2037424454;0.0179410672;0.0066464947;CLPE03002;CLPE88001;CLPE65003;CLPE18001;CLPE71001;CLPE81003;CLPE58004;CLPE52003;CLPE10003;CLPE57003
CLPE36002;ISSOUDUN;36;INDRE;24;CENTRE-VAL DE LOIRE;0.3236588945;0.2207728681;0.307683731;0.2033479278;0.0159751635;0.0174249403;CLPE70002;CLPE55002;CLPE81003;CLPE63002;CLPE36001;CLPE18002;CLPE58003;CLPE03002;CLPE88002;CLPE71001
CLPE36003;LA CHÂTRE;36;INDRE;24;CENTRE-VAL DE LOIRE;0.3226414107;0.2061116634;0.3184061521;0.2082491358;0.0042352586;-0.002137472;CLPE21004;CLPE17005;CLPE29002;CLPE23001;CLPE58003;CLPE16003;CLPE61002;CLPE03003;CLPE47003;CLPE24002
CLPE36004;LE BLANC;36;INDRE;24;CENTRE-VAL DE LOIRE;0.2929480761;0.1899108377;0.3240634733;0.2118311679;-0.031115397;-0.02192033;CLPE36003;CLPE03003;CLPE47003;CLPE23001;CLPE29002;CLPE17005;CLPE89001;CLPE21004;CLPE28001;CLPE58001
CLPE37001;AMBOISE;37;INDRE-ET-LOIRE;24;CENTRE-VAL DE LOIRE;0.3772126187;0.2556481366;0.3960110149;0.266883725;-0.018798396;-0.011235588;CLPE26003;CLPE29004;CLPE29003;CLPE37002;CLPE22003;CLPE22001;CLPE44003;CLPE42002;CLPE40001;CLPE79002
CLPE37002;CHINON;37;INDRE-ET-LOIRE;24;CENTRE-VAL DE LOIRE;0.3805907844;0.2484130455;0.3874856995;0.2588966097;-0.006894915;-0.010483564;CLPE26003;CLPE29004;CLPE37001;CLPE49003;CLPE16002;CLPE41002;CLPE35001;CLPE22003;CLPE21001;CLPE42002
CLPE37003;LOCHES;37;INDRE-ET-LOIRE;24;CENTRE-VAL DE LOIRE;0.3179648241;0.2042462312;0.3407977197;0.2269980111;-0.022832896;-0.02275178;CLPE71003;CLPE16003;CLPE24001;CLPE61002;CLPE63004;CLPE86002;CLPE17005;CLPE63003;CLPE19001;CLPE41003
CLPE37004;TOURS;37;INDRE-ET-LOIRE;24;CENTRE-VAL DE LOIRE;0.3442228881;0.2265244403;0.3452077272;0.2289785159;-0.000984839;-0.002454076;CLPE14002;CLPE45003;CLPE21003;CLPE49001;CLPE63001;CLPE44001;CLPE25001;CLPE72001;CLPE28002;CLPE76004
CLPE38001;ALPES SUD ISÈRE ET VERCORS;38;ISÈRE;84;AUVERGNE-RHÔNE-ALPES;0.4805451872;0.3008143875;0.4203261447;0.2749130527;0.0602190425;0.0259013348;CLPE05001;CLPE74002;CLPE64003;CLPE24004;CLPE56001;CLPE35003;CLPE65002;CLPE74004;CLPE85003;CLPE40003
CLPE38002;GRENOBLE CENTRE;38;ISÈRE;84;AUVERGNE-RHÔNE-ALPES;0.35193373;0.2304039434;0.3350607266;0.2218679605;0.0168730034;0.0085359828;CLPE34003;CLPE69M02;CLPE13001;CLPE21003;CLPE51003;CLPE63001;CLPE37004;CLPE14002;CLPE28002;CLPE25001
CLPE38003;LA TOUR DU PIN;38;ISÈRE;84;AUVERGNE-RHÔNE-ALPES;0.3750119149;0.2570388493;0.3676800756;0.2493092576;0.0073318393;0.0077295917;CLPE01002;CLPE01004;CLPE67004;CLPE31001;CLPE67003;CLPE27003;CLPE38004;CLPE22002;CLPE67001;CLPE45003
CLPE38004;VIENNE;38;ISÈRE;84;AUVERGNE-RHÔNE-ALPES;0.3624756719;0.2451467074;0.3658460333;0.2465385367;-0.003370361;-0.001391829;CLPE38003;CLPE31001;CLPE67003;CLPE33005;CLPE67004;CLPE22002;CLPE42003;CLPE19001;CLPE26002;CLPE68005
CLPE39001;DOLE;39;JURA;27;BOURGOGNE-FRANCHE-COMTÉ;0.3457359829;0.2325739309;0.363569414;0.2445433198;-0.017833431;-0.011969389;CLPE71002;CLPE86001;CLPE01002;CLPE39002;CLPE56002;CLPE64002;CLPE42003;CLPE71004;CLPE41002;CLPE41001
CLPE39002;LONS-LE-SAUNIER;39;JURA;27;BOURGOGNE-FRANCHE-COMTÉ;0.3944669429;0.261167745;0.3785167283;0.2552373076;0.0159502145;0.0059304375;CLPE50001;CLPE40001;CLPE39001;CLPE71005;CLPE12002;CLPE64002;CLPE29003;CLPE42002;CLPE35003;CLPE50003
CLPE39003;SAINT-CLAUDE;39;JURA;27;BOURGOGNE-FRANCHE-COMTÉ;0.3929306703;0.2450736611;0.3646112474;0.243182721;0.0283194229;0.0018909401;CLPE25003;CLPE07001;CLPE56002;CLPE86001;CLPE70001;CLPE39001;CLPE71002;CLPE70003;CLPE26002;CLPE41001
CLPE40001;EST LANDES;40;LANDES;75;NOUVELLE-AQUITAINE;0.3734039715;0.2492948889;0.3683973508;0.2468811447;0.0050066207;0.0024137442;CLPE19001;CLPE64002;CLPE47001;CLPE17006;CLPE29003;CLPE22003;CLPE50003;CLPE41001;CLPE79002;CLPE22002
CLPE40002;NORD-OUEST LANDES;40;LANDES;75;NOUVELLE-AQUITAINE;0.4160484071;0.2867505691;0.404542061;0.2759150292;0.0115063461;0.01083554;CLPE40003;CLPE85003;CLPE17003;CLPE33006;CLPE24004;CLPE17002;CLPE29003;CLPE85004;CLPE56001;CLPE33001
CLPE40003;SUD-OUEST LANDES;40;LANDES;75;NOUVELLE-AQUITAINE;0.4128936023;0.2809621693;0.4039238881;0.2746529069;0.0089697142;0.0063092624;CLPE29003;CLPE17002;CLPE56001;CLPE17003;CLPE35003;CLPE40002;CLPE17006;CLPE56003;CLPE44003;CLPE64003
CLPE41001;BLOIS;41;LOIR-ET-CHER;24;CENTRE-VAL DE LOIRE;0.3508899676;0.2338834951;0.3741442173;0.2499946261;-0.02325425;-0.016111131;CLPE01002;CLPE64002;CLPE71002;CLPE22002;CLPE45003;CLPE40001;CLPE71005;CLPE47001;CLPE79002;CLPE49001
CLPE41002;ROMORANTIN-LANTHENAY;41;LOIR-ET-CHER;24;CENTRE-VAL DE LOIRE;0.3196424153;0.2157126413;0.3655230501;0.2415846018;-0.045880635;-0.02587196;CLPE71004;CLPE27001;CLPE56002;CLPE14004;CLPE37002;CLPE41003;CLPE86001;CLPE26003;CLPE39001;CLPE72002
CLPE41003;VENDÔME;41;LOIR-ET-CHER;24;CENTRE-VAL DE LOIRE;0.34080184;0.2257603997;0.3407837006;0.2248551326;0.0000181395;0.0009052671;CLPE61002;CLPE28001;CLPE61001;CLPE42003;CLPE71004;CLPE41002;CLPE14004;CLPE27001;CLPE39001;CLPE89001
CLPE42001;LOIRE SUD;42;LOIRE;84;AUVERGNE-RHÔNE-ALPES;0.3049075051;0.1977979001;0.3165244198;0.2120882245;-0.011616915;-0.014290324;CLPE76004;CLPE60003;CLPE13003;CLPE26001;CLPE27002;CLPE28002;CLPE25001;CLPE76002;CLPE90001;CLPE60001
CLPE42002;MONTBRISON;42;LOIRE;84;AUVERGNE-RHÔNE-ALPES;0.3821203655;0.2638477201;0.4065087691;0.2764909581;-0.024388404;-0.012643238;CLPE67002;CLPE44003;CLPE22001;CLPE35004;CLPE35001;CLPE43003;CLPE37001;CLPE85004;CLPE53002;CLPE44002
CLPE42003;ROANNE;42;LOIRE;84;AUVERGNE-RHÔNE-ALPES;0.3473491147;0.23511716;0.3554445823;0.23776335;-0.008095468;-0.00264619;CLPE43002;CLPE71002;CLPE61001;CLPE68005;CLPE26002;CLPE63003;CLPE26001;CLPE14004;CLPE76001;CLPE24003
CLPE43001;BRIOUDE;43;HAUTE-LOIRE;84;AUVERGNE-RHÔNE-ALPES;0.3587432172;0.2394538771;0.3515537001;0.2335715779;0.0071895171;0.0058822993;CLPE64001;CLPE86002;CLPE70001;CLPE71003;CLPE63004;CLPE12003;CLPE16004;CLPE79003;CLPE32002;CLPE87003
CLPE43002;LE PUY-EN-VELAY;43;HAUTE-LOIRE;84;AUVERGNE-RHÔNE-ALPES;0.3748034193;0.2554692244;0.3491731554;0.2336385463;0.0256302639;0.0218306781;CLPE42003;CLPE26002;CLPE24003;CLPE26001;CLPE71003;CLPE39001;CLPE63003;CLPE41003;CLPE89001;CLPE63004
CLPE43003;YSSINGEAUX;43;HAUTE-LOIRE;84;AUVERGNE-RHÔNE-ALPES;0.4201808467;0.2894780107;0.4014529946;0.2710501206;0.0187278521;0.0184278901;CLPE42002;CLPE85004;CLPE44002;CLPE37001;CLPE79003;CLPE26003;CLPE79001;CLPE72003;CLPE29003;CLPE85001
CLPE44001;LOIRE-ATLANTIQUE CENTRE;44;LOIRE-ATLANTIQUE;52;PAYS DE LA LOIRE;0.3676577296;0.2465837612;0.3538524261;0.2339082604;0.0138053035;0.0126755008;CLPE35002;CLPE33003;CLPE37004;CLPE21003;CLPE45003;CLPE31004;CLPE49001;CLPE63001;CLPE14002;CLPE38002
CLPE44002;LOIRE-ATLANTIQUE NORD;44;LOIRE-ATLANTIQUE;52;PAYS DE LA LOIRE;0.4240900421;0.2895944007;0.4254859047;0.2923233674;-0.001395863;-0.002728967;CLPE44004;CLPE49004;CLPE85001;CLPE42002;CLPE53003;CLPE43003;CLPE35004;CLPE85004;CLPE44003;CLPE49002
CLPE44003;LOIRE-ATLANTIQUE OUEST;44;LOIRE-ATLANTIQUE;52;PAYS DE LA LOIRE;0.4079537422;0.2806100886;0.4031025864;0.2745359238;0.0048511558;0.0060741648;CLPE22001;CLPE56001;CLPE35003;CLPE42002;CLPE29003;CLPE37001;CLPE85004;CLPE35004;CLPE67002;CLPE35001
CLPE44003;LOIRE-ATLANTIQUE OUEST;44;LOIRE-ATLANTIQUE;53;BRETAGNE;0.449639451;0.3028611305;0.4031025864;0.2745359238;0.0465368647;0.0283252067;CLPE22001;CLPE56001;CLPE35003;CLPE42002;CLPE29003;CLPE37001;CLPE85004;CLPE35004;CLPE67002;CLPE35001
CLPE44004;LOIRE-ATLANTIQUE SUD;44;LOIRE-ATLANTIQUE;52;PAYS DE LA LOIRE;0.4657685295;0.3240826665;0.4286916904;0.2947410469;0.0370768391;0.0293416196;CLPE44002;CLPE53003;CLPE49002;CLPE85002;CLPE35004;CLPE49004;CLPE42002;CLPE85001;CLPE44003;CLPE85004
CLPE45001;GIEN;45;LOIRET;24;CENTRE-VAL DE LOIRE;0.3390454688;0.2285656125;0.3455060563;0.2279817396;-0.006460587;0.0005838729;CLPE61001;CLPE27003;CLPE76001;CLPE27001;CLPE28001;CLPE14004;CLPE42003;CLPE71002;CLPE45004;CLPE89001
CLPE45002;MONTARGIS;45;LOIRET;24;CENTRE-VAL DE LOIRE;0.2967846821;0.1934760356;0.3133053384;0.2087000556;-0.016520656;-0.01522402;CLPE71001;CLPE90001;CLPE02004;CLPE28003;CLPE03003;CLPE89003;CLPE89001;CLPE60001;CLPE10003;CLPE18003
CLPE45003;ORLÉANS;45;LOIRET;24;CENTRE-VAL DE LOIRE;0.3679801376;0.2451753998;0.365225732;0.2442744091;0.0027544056;0.0009009907;CLPE37004;CLPE01002;CLPE41001;CLPE38003;CLPE14002;CLPE44001;CLPE49001;CLPE28002;CLPE71002;CLPE21003
CLPE45004;PITHIVIERS;45;LOIRET;24;CENTRE-VAL DE LOIRE;0.3652775228;0.2438039288;0.3488146513;0.2298617936;0.0164628715;0.0139421352;CLPE14004;CLPE27001;CLPE07001;CLPE76001;CLPE45001;CLPE71002;CLPE51005;CLPE89003;CLPE27003;CLPE28001
CLPE46001;CAHORS;46;LOT;76;OCCITANIE;0.3141244267;0.2051628837;0.3125987902;0.2035210441;0.0015256365;0.0016418396;CLPE09003;CLPE07003;CLPE81001;CLPE65003;CLPE89002;CLPE31003;CLPE81003;CLPE11001;CLPE24001;CLPE23001
CLPE46002;FIGEAC;46;LOT;76;OCCITANIE;0.3511599693;0.2353611132;0.3438350782;0.226600941;0.0073248911;0.0087601722;CLPE12003;CLPE19002;CLPE32002;CLPE24001;CLPE87004;CLPE71003;CLPE81002;CLPE86002;CLPE07003;CLPE64001
CLPE46003;SOUILLAC;46;LOT;76;OCCITANIE;0.3648206708;0.2477093976;0.3650864319;0.2433373992;-0.000265761;0.0043719983;CLPE24002;CLPE07002;CLPE04001;CLPE24001;CLPE24004;CLPE64001;CLPE50003;CLPE63004;CLPE22003;CLPE12001
CLPE47001;AGEN;47;LOT-ET-GARONNE;75;NOUVELLE-AQUITAINE;0.3623120719;0.2395768467;0.3754571932;0.2512270033;-0.013145121;-0.011650157;CLPE40001;CLPE19001;CLPE17006;CLPE79002;CLPE41001;CLPE84003;CLPE29003;CLPE50001;CLPE22003;CLPE56003
CLPE47002;MARMANDE;47;LOT-ET-GARONNE;75;NOUVELLE-AQUITAINE;0.3424180501;0.226497225;0.3775161257;0.2467856949;-0.035098076;-0.02028847;CLPE33007;CLPE49003;CLPE17001;CLPE16002;CLPE16004;CLPE47001;CLPE22003;CLPE37002;CLPE79003;CLPE29004
